card_id,fact_id,admission_status
V1-CARD-0097,V1-FCT-0472,candidate_for_staging_review
V1-CARD-0098,V1-FCT-0473,candidate_for_staging_review
V1-CARD-0098,V1-FCT-0474,candidate_for_staging_review
V1-CARD-0098,V1-FCT-0475,candidate_for_staging_review
V1-CARD-0099,V1-FCT-0476,candidate_for_staging_review
V1-CARD-0099,V1-FCT-0477,candidate_for_staging_review
V1-CARD-0099,V1-FCT-0478,candidate_for_staging_review
V1-CARD-0100,V1-FCT-0479,candidate_for_staging_review
V1-CARD-0100,V1-FCT-0480,candidate_for_staging_review
V1-CARD-0100,V1-FCT-0481,candidate_for_staging_review
V1-CARD-0100,V1-FCT-0482,candidate_for_staging_review
V1-CARD-0100,V1-FCT-0483,candidate_for_staging_review
